paper_id,title,path,pdf_status,included_in_review,abstract_snippet,exclusion_reason,exclusion_stage
10.1038/s41598-019-40584-9,Dual-energy CT for automatic organs-at-risk segmentation in brain-tumor patients using a multi-atlas and deep-learning approach,10.1038_s41598-019-40584-9.pdf,available,True,,,
10.3390/app10031154,Cross-Domain Data Augmentation for Deep-Learning-Based Male Pelvic Organ Segmentation in Cone Beam CT,10.3390_app10031154.pdf,available,True,,,
http://arxiv.org/abs/1909.07480v2,Z-Net: an Anisotropic 3D DCNN for Medical CT Volume Segmentation,http___arxiv.org_abs_1909.07480v2.pdf,available,True,,,
http://arxiv.org/abs/2105.14314v3,Automatic CT Segmentation from Bounding Box Annotations using Convolutional Neural Networks,http___arxiv.org_abs_2105.14314v3.pdf,available,True,,,
10.3389/fonc.2018.00215,Deep Learning Renal Segmentation for Fully Automated Radiation Dose Estimation in Unsealed Source Therapy,10.3389_fonc.2018.00215.pdf,available,True,,,
http://arxiv.org/abs/2109.12634v1,A Novel Hybrid Convolutional Neural Network for Accurate Organ Segmentation in 3D Head and Neck CT Images,http___arxiv.org_abs_2109.12634v1.pdf,available,True,,,
10.1088/1361-6560/ab6f99,Interactive 3D U-net for the segmentation of the pancreas in computed tomography scans,10.1088_1361-6560_ab6f99.pdf,available,True,,,
http://arxiv.org/abs/1809.02268v1,Computation of Total Kidney Volume from CT images in Autosomal Dominant Polycystic Kidney Disease using Multi-Task 3D Convolutional Neural Networks,http___arxiv.org_abs_1809.02268v1.pdf,available,True,,,
10.1002/mp.13438,U‐Net based deep learning bladder segmentation in CT urography,10.1002_mp.13438.pdf,available,True,,,
10.1109/TRPMS.2021.3059780,DefED-Net: Deformable Encoder-Decoder Network for Liver and Liver Tumor Segmentation,10.1109_TRPMS.2021.3059780.pdf,available,True,,,
http://arxiv.org/abs/2309.13872v1,Attention and Pooling based Sigmoid Colon Segmentation in 3D CT images,http___arxiv.org_abs_2309.13872v1.pdf,available,True,,,
10.1002/mp.13300,AnatomyNet: Deep learning for fast and fully automated whole‐volume segmentation of head and neck anatomy,10.1002_mp.13300.pdf,available,True,,,
http://arxiv.org/abs/1809.00960v2,Organ at Risk Segmentation in Head and Neck CT Images by Using a Two-Stage Segmentation Framework Based on 3D U-Net,http___arxiv.org_abs_1809.00960v2.pdf,available,True,,,
10.1038/s41598-022-07848-3,Automated pancreas segmentation and volumetry using deep neural network on computed tomography,10.1038_s41598-022-07848-3.pdf,available,True,,,
10.1109/WACV.2019.00020,Semi-Supervised 3D Abdominal Multi-Organ Segmentation Via Deep Multi-Planar Co-Training,10.1109_WACV.2019.00020.pdf,available,True,,,
http://arxiv.org/abs/2302.00162v4,"Continual Segment: Towards a Single, Unified and Accessible Continual Segmentation Model of 143 Whole-body Organs in CT Scans",http___arxiv.org_abs_2302.00162v4.pdf,available,True,,,
10.48550/arXiv.2309.09730,Scribble-based 3D Multiple Abdominal Organ Segmentation via Triple-branch Multi-dilated Network with Pixel- and Class-wise Consistency,10.48550_arXiv.2309.09730.pdf,available,True,,,
http://arxiv.org/abs/1707.08037v1,Automatic Liver Segmentation Using an Adversarial Image-to-Image Network,http___arxiv.org_abs_1707.08037v1.pdf,available,True,,,
10.1002/mp.15507,"General and custom deep learning auto-segmentation models for organs in head and neck, abdomen, and male pelvis.",10.1002_mp.15507.pdf,available,True,,,
10.1016/j.imu.2020.100357,Multi-Scale Supervised 3D U-Net for Kidneys and Kidney Tumor Segmentation,10.1016_j.imu.2020.100357.pdf,available,True,,,
10.1186/s12880-025-02106-0,Deep learning-based volumetry of the future liver remnants and prediction of candidates for major hepatectomy.,10.1186_s12880-025-02106-0.pdf,available,True,,,
http://arxiv.org/abs/2203.01934v1,Quality or Quantity: Toward a Unified Approach for Multi-organ Segmentation in Body CT,http___arxiv.org_abs_2203.01934v1.pdf,available,True,,,
10.1007/978-3-030-00937-3_49,3D U-JAPA-Net: Mixture of Convolutional Networks for Abdominal Multi-organ CT Segmentation,10.1007_978-3-030-00937-3_49.pdf,available,True,,,
http://arxiv.org/abs/2105.02290v1,R2U3D: Recurrent Residual 3D U-Net for Lung Segmentation,http___arxiv.org_abs_2105.02290v1.pdf,available,True,,,
10.1007/978-3-030-00934-2_94,3D Anisotropic Hybrid Network: Transferring Convolutional Features from 2D Images to 3D Anisotropic Volumes,10.1007_978-3-030-00934-2_94.pdf,available,True,,,
http://arxiv.org/abs/2009.09571v4,Semi-supervised Semantic Segmentation of Prostate and Organs-at-Risk on 3D Pelvic CT Images,http___arxiv.org_abs_2009.09571v4.pdf,available,True,,,
http://arxiv.org/abs/2001.09647v1,Basic Ensembles of Vanilla-Style Deep Learning Models Improve Liver Segmentation From CT Images,http___arxiv.org_abs_2001.09647v1.pdf,available,True,,,
http://arxiv.org/abs/2108.06669v1,CPNet: Cycle Prototype Network for Weakly-supervised 3D Renal Compartments Segmentation on CT Images,http___arxiv.org_abs_2108.06669v1.pdf,available,True,,,
10.1109/cvidliccea56201.2022.9823971,Research on Liver Segmentation of CT Image Based on Deep Active Contour Model,10.1109_cvidliccea56201.2022.9823971.pdf,available,True,,,
http://arxiv.org/abs/2208.13271v1,Efficient liver segmentation with 3D CNN using computed tomography scans,http___arxiv.org_abs_2208.13271v1.pdf,available,True,,,
10.2478/acss-2020-0005,Applying 3D U-Net Architecture to the Task of Multi-Organ Segmentation in Computed Tomography,,not_available,False,Abstract The achievement of high-precision segmentation in medical image analysis has been an active direction of research over the past decade. Significant success in medical imaging tasks has been f,Full-text not publicly available,S3_fulltext_retrieval
10.31661/jbpe.v0i0.2307-1649,Deep CNN-based Fully Automated Segmentation of Pelvic Multi-Organ on CT Images for Prostate Cancer Radiotherapy.,,not_available,False,Manual delineation of volumes for prostate radiotherapy treatment is a time-consuming task for radiation oncologists and is also prone to variability. Deep learning-based auto-segmentation methods sho,Full-text not publicly available,S3_fulltext_retrieval
10.1088/1361-6560/ac95f7,Male pelvic multi-organ segmentation using token-based transformer Vnet,,not_available,False,Objective. This work aims to develop an automated segmentation method for the prostate and its surrounding organs-at-risk in pelvic computed tomography to facilitate prostate radiation treatment plann,Full-text not publicly available,S3_fulltext_retrieval
10.1038/s41598-024-55137-y,Fully-automated multi-organ segmentation tool applicable to both non-contrast and post-contrast abdominal CT: deep learning algorithm developed using dual-energy CT images.,,not_available,False,"A novel 3D nnU-Net-based of algorithm was developed for fully-automated multi-organ segmentation in abdominal CT, applicable to both non-contrast and post-contrast images. The algorithm was trained us",Full-text not publicly available,S3_fulltext_retrieval
10.1109/TMI.2023.3262680,Efficient Multi-Organ Segmentation From 3D Abdominal CT Images With Lightweight Network and Knowledge Distillation.,,not_available,False,"Accurate segmentation of multiple abdominal organs from Computed Tomography (CT) images plays an important role in computer-aided diagnosis, treatment planning and follow-up. Currently, 3D Convolution",Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.16330,The role of anatomical context in soft-tissue multi-organ segmentation of cadaveric non-contrast-enhanced whole body CT.,,not_available,False,"Cadaveric computed tomography (CT) image segmentation is a difficult task to solve, especially when applied to whole-body image volumes. Traditional algorithms require preprocessing using registration",Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.16135,Abdomen CT Multi-organ Segmentation Using Token-based MLP-Mixer.,,not_available,False,"BACKGROUND
Manual contouring is very labor-intensive, time-consuming, and subject to intra- and inter-observer variability. An automated deep learning approach to fast and accurate contouring and segm",Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2548470,Multi-organ segmentation in pelvic CT images with CT-based synthetic MRI,,not_available,False,"We propose a hybrid deep learning-based method, which includes a cycle consistent generative adversarial network (CycleGAN) and deep attention fully convolution network implemented by a U-Net (DAUnet)",Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2551315,Renal parenchyma segmentation in abdominal CT images based on deep convolutional neural networks with similar atlas selection and transformation,,not_available,False,Segmentation of the renal parenchyma which consists of renal cortex and medulla responsible for the renal function is necessary to evaluate contralateral renal hypertrophy and to predict renal functio,Full-text not publicly available,S3_fulltext_retrieval
10.1007/s00261-025-05041-4,Enhanced abdominal multi-organ segmentation with 3D UNet and UNet +  + deep neural networks utilizing the MONAI framework.,,not_available,False,"Accurate segmentation of organs in the abdomen is a primary requirement for any medical analysis and treatment planning. In this study, we propose an approach based on 3D UNet and UNet +  + architectu",Full-text not publicly available,S3_fulltext_retrieval
10.1007/s13246-025-01614-1,A full-scale attention-augmented CNN-transformer model for segmentation of oropharyngeal mucosa organs-at-risk in radiotherapy.,,not_available,False,"Radiation-induced oropharyngeal mucositis (ROM) is a common and severe side effect of radiotherapy in nasopharyngeal cancer patients, leading to significant clinical complications such as malnutrition",Full-text not publicly available,S3_fulltext_retrieval
10.1007/s00261-024-04581-5,Automated abdominal organ segmentation algorithms for non-enhanced CT for volumetry and 3D radiomics analysis.,,not_available,False,To develop fully-automated abdominal organ segmentation algorithms from non-enhanced abdominal CT and low-dose chest CT and assess their feasibility for automated CT volumetry and 3D radiomics analysi,Full-text not publicly available,S3_fulltext_retrieval
10.1177/08953996251355806,A multi-stage training and deep supervision based segmentation approach for 3D abdominal multi-organ segmentation.,,not_available,False,"Accurate X-ray Computed tomography (CT) image segmentation of the abdominal organs is fundamental for diagnosing abdominal diseases, planning cancer treatment, and formulating radiotherapy strategies.",Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2628064,Male pelvic multi-organ segmentation using V-transformer network,,not_available,False,"Automatic multi-organ segmentation is a cost-effective tool for generating organ contours using computed tomography (CT) images. This work proposes a deep-learning algorithm for multi-organ (bladder, ",Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.17782,Trade-off of different deep learning-based auto-segmentation approaches for treatment planning of pediatric craniospinal irradiation autocontouring of OARs for pediatric CSI.,,not_available,False,"As auto-segmentation tools become integral to radiotherapy, more commercial products emerge. However, they may not always suit our needs. One notable example is the use of adult-trained commercial sof",Full-text not publicly available,S3_fulltext_retrieval
10.1007/s10278-024-01273-w,Children Are Not Small Adults: Addressing Limited Generalizability of an Adult Deep Learning CT Organ Segmentation Model to the Pediatric Population.,,not_available,False,"Deep learning (DL) tools developed on adult data sets may not generalize well to pediatric patients, posing potential safety risks. We evaluated the performance of TotalSegmentator, a state-of-the-art",Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2653387,Cascaded neural network segmentation pipeline for automated delineation of prostate and organs at risk in male pelvic CT.,,not_available,False,"Delineation of the prostate and nearby organs at risk (OARs) is a fundamental step in prostate cancer radiation therapy planning. Such contouring is often done manually, which can be a time-consuming ",Full-text not publicly available,S3_fulltext_retrieval
10.24926/548719.033,3D Cascaded U-Net with a Squeeze-and-Exicitation Block for Semantic Segmentation on Kidney and Renal Cell Carcinoma in Abdonimal Volumetric CT,,not_available,False,". Segmentation is a fundamental process in medical image analysis. Recently, convolutional neural networks (CNNs) has allowed for automatic segmentation; however, segmentaiton of complex organs and di",Full-text not publicly available,S3_fulltext_retrieval
10.1016/j.radi.2024.02.001,Multi-organ segmentation of organ-at-risk (OAR's) of head and neck site using ensemble learning technique.,,not_available,False,This paper presents a novel approach to automate the segmentation of Organ-at-Risk (OAR) in Head and Neck cancer patients using Deep Learning models combined with Ensemble Learning techniques. The stu,Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.70251,Patient and fraction specific model adaptation for cone beam computed tomography (CBCT) multi-organ segmentation.,,not_available,False,Cone-beam computed tomography (CBCT) has gained considerable traction in medical imaging due to its ability to provide on-board three-dimensional (3D) volumetric imaging with relatively low radiation ,Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2551287,Automatic liver segmentation in abdominal CT images using combined 2.5D and 3D segmentation networks with high-score shape prior for radiotherapy treatment planning,,not_available,False,"Liver segmentation is a prerequisite for measuring hepatic volume in liver transplantation, modeling of the liver anatomy in hepatic surgery planning, and contouring in radiotherapy treatment planning",Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.70135,Multi-group deformable convolution network for 3D medical image segmentation.,,not_available,False,"Medical image segmentation plays an important role in radiation oncology, including delineating anatomical structures and detecting abnormalities. Precise segmentation of medical images is essential f",Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.16750,A new architecture combining convolutional and transformer-based networks for automatic 3D multi-organ segmentation on CT images.,,not_available,False,Deep learning-based networks have become increasingly popular in the field of medical image segmentation. The purpose of this research was to develop and optimize a new architecture for automatic segm,Full-text not publicly available,S3_fulltext_retrieval
10.1117/1.JMI.11.4.044001,Lung vessel connectivity map as anatomical prior knowledge for deep learning-based lung lobe segmentation.,,not_available,False,Our study investigates the potential benefits of incorporating prior anatomical knowledge into a deep learning (DL) method designed for the automated segmentation of lung lobes in chest CT scans. We i,Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2549035,Validation and Optimization of Multi-Organ Segmentation on Clinical Imaging Archives,,not_available,False,"Segmentation of abdominal computed tomography (CT) provides spatial context, morphological properties, and a framework for tissue-specific radiomics to guide quantitative Radiological assessment. A 20",Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2512883,Multi-organ segmentation in clinical-computed tomography for patient-specific image quality and dose metrology,,not_available,False,"The purpose of this study was to develop a robust, automated multi-organ segmentation model for clinical adult and pediatric CT and implement the model as part of a patient-specific safety and quality",Full-text not publicly available,S3_fulltext_retrieval
10.2214/AJR.24.30931,Deep Learning Models for Abdominal CT Organ Segmentation in Children: Development and Validation in Internal and Heterogeneous Public Datasets.,,not_available,False,<b>BACKGROUND.</b> Deep learning abdominal organ segmentation algorithms have shown excellent results in adults; validation in children is sparse. <b>OBJECTIVE.</b> The purpose of this article is to d,Full-text not publicly available,S3_fulltext_retrieval
10.4103/jmp.jmp_238_25,DART-Net: A Novel Deep Learning Framework for Precise Radiotherapy Planning with Automated Multiorgan Segmentation and RTSTRUCT Generation,,not_available,False,"
 
 Manual delineation of pelvic organs remains a critical bottleneck in radiotherapy planning, consuming valuable clinical time and introducing interobserver variability. While existing deep learning",Full-text not publicly available,S3_fulltext_retrieval
10.25073/2588-1086/VNUCSCE.241,Liver Segmentation on a Variety of Computed Tomography (CT) Images Based on Convolutional Neural Networks Combined with Connected Components,,not_available,False,"Liver segmentation is relevant for several clinical applications. Automatic liver segmentation using convolutional neural networks (CNNs) has been recently investigated. In this paper, we propose a ne",Full-text not publicly available,S3_fulltext_retrieval
10.1109/EMBC40787.2023.10340353,Partial Label Multi-organ Segmentation based on Local Feature Enhancement.,,not_available,False,"The automatic segmentation of abdominal organs from CT images is essential for surgical planning of abdominal diseases. However, each medical institution only annotates some organs according to its ow",Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2512318,Large-scale evaluation of V-Net for organ segmentation in image guided radiation therapy,,not_available,False,"Accurate segmentation of organs at risk (OARs) is a key step in image guided radiation therapy. In recent years, deep learning based methods have been widely used in medical image segmentation. Among ",Full-text not publicly available,S3_fulltext_retrieval
10.1038/s41598-024-67658-7,AI-based segmentation of renal enhanced CT images for quantitative evaluate of chronic kidney disease.,,not_available,False,"To quantitatively evaluate chronic kidney disease (CKD), a deep convolutional neural network-based segmentation model was applied to renal enhanced computed tomography (CT) images. A retrospective ana",Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.17440,UNet-based multi-organ segmentation in photon counting CT using virtual monoenergetic images.,,not_available,False,"Multi-organ segmentation aids in disease diagnosis, treatment, and radiotherapy. The recently emerged photon counting detector-based CT (PCCT) provides spectral information of the organs and the backg",Full-text not publicly available,S3_fulltext_retrieval
10.3390/diagnostics15222834,Deep Learning Model for Volume Measurement of the Remnant Pancreas After Pancreaticoduodenectomy and Distal Pancreatectomy.,,not_available,False,<b>Background/Objectives:</b> Accurate volumetry of the remnant pancreas after pancreatectomy is crucial for assessing postoperative endocrine and exocrine function but remains challenging due to anat,Full-text not publicly available,S3_fulltext_retrieval
10.3389/fvets.2025.1681820,Deep-learning-based automatic liver segmentation using computed tomography images in dogs.,,not_available,False,"Deep learning-based automated segmentation has significantly improved the efficiency and accuracy of human medicine applications. However, veterinary applications, particularly canine liver segmentati",Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.17815,Point-cloud segmentation with in-silico data augmentation for prostate cancer treatment.,,not_available,False,"In external x-ray radiation therapy, the administered dose distribution can deviate from the planned dose due to alterations in patient positioning, changes in intra-fraction anatomy, and the limited ",Full-text not publicly available,S3_fulltext_retrieval
10.21203/rs.3.rs-718965/v1,Dosimetric Impact of Deep Learning-Based CT Auto-Segmentation on IMRT Treatment Planning for Prostate Cancer,,not_available,False,"
 Background The evaluation of the automatic segmentation algorithms is commonly performed using geometric metrics, yet an evaluation based on dosimetric parameters might be more relevant in clinical ",Full-text not publicly available,S3_fulltext_retrieval
10.1109/ICECCME62383.2024.10797214,Mamba State Space Model (SSM) Method for the Automatic Segmentation of Organs at Risk from Head and Neck CT Images,,not_available,False,Radiotherapy (RT) is one of the main treatment modalities using high-energy radiation to eliminate cancer cells in Head and Neck cancer (HNC) for patients worldwide. Advances such as intensity-modulat,Full-text not publicly available,S3_fulltext_retrieval
10.1002/ima.22802,SABOS‐Net: Self‐supervised attention based network for automatic organ segmentation of head and neck CT images,,not_available,False,The segmentation of Organs At Risk (OAR) in Computed Tomography (CT) images is an essential part of the planning phase of radiation treatment to avoid the adverse effects of cancer radiotherapy treatm,Full-text not publicly available,S3_fulltext_retrieval
10.21037/qims-24-841,Artificial intelligence models assisting physicians in quantifying pancreatic necrosis in acute pancreatitis.,,not_available,False,"Acute pancreatitis (AP) is a potentially life-threatening condition characterized by inflammation of the pancreas, which can lead to complications such as pancreatic necrosis. The modified computed to",Full-text not publicly available,S3_fulltext_retrieval
10.1038/s41598-025-01802-9,Pancreas segmentation using AI developed on the largest CT dataset with multi-institutional validation and implications for early cancer detection.,,not_available,False,Accurate and fully automated pancreas segmentation is critical for advancing imaging biomarkers in early pancreatic cancer detection and for biomarker discovery in endocrine and exocrine pancreatic di,Full-text not publicly available,S3_fulltext_retrieval
10.1002/mp.17364,Semi-supervised abdominal multi-organ segmentation by object-redrawing.,,not_available,False,"Multi-organ segmentation is a critical task in medical imaging, with wide-ranging applications in both clinical practice and research. Accurate delineation of organs from high-resolution 3D medical im",Full-text not publicly available,S3_fulltext_retrieval
10.4103/jmp.jmp_160_24,"Ensemble Learning for Three-dimensional Medical Image Segmentation of Organ at Risk in Brachytherapy Using Double U-Net, Bi-directional ConvLSTM U-Net, and Transformer Network.",,not_available,False,This article presents a novel approach to automate the segmentation of organ at risk (OAR) for high-dose-rate brachytherapy patients using three deep learning models combined with ensemble learning te,Full-text not publicly available,S3_fulltext_retrieval
10.1007/s00261-025-05273-4,Abdominal multi-organ segmentation on 3D negative-contrast CT cholangiopancreatography: a comparative study of deep learning methods.,,not_available,False,This study aims to automate segmentation of the biliary and pancreatic systems on 3D negative-contrast CT cholangiopancreatography (3D-nCTCP) to improve preoperative planning and diagnosis. We retrosp,Full-text not publicly available,S3_fulltext_retrieval
10.1016/j.compbiomed.2024.108870,A dual-encoder double concatenation Y-shape network for precise volumetric liver and lesion segmentation.,,not_available,False,Accurate segmentation of the liver and tumors from CT volumes is crucial for hepatocellular carcinoma diagnosis and pre-operative resection planning. Despite advances in deep learning-based methods fo,Full-text not publicly available,S3_fulltext_retrieval
10.1088/2057-1976/ad6a63,Anatomy-constrained synthesis for spleen segmentation improvement in unpaired mouse micro-CT scans with 3D CycleGAN.,,not_available,False,<i>Objective</i>. Auto-segmentation in mouse micro-CT enhances the efficiency and consistency of preclinical experiments but often struggles with low-native-contrast and morphologically complex organs,Full-text not publicly available,S3_fulltext_retrieval
10.1088/1361-6560/ad7ad1,Deep learning-based segmentation for high-dose-rate brachytherapy in cervical cancer using 3D Prompt-ResUNet.,,not_available,False,<i>Objective.</i>To develop and evaluate a 3D Prompt-ResUNet module that utilized the prompt-based model combined with 3D nnUNet for rapid and consistent autosegmentation of high-risk clinical target ,Full-text not publicly available,S3_fulltext_retrieval
10.1002/acm2.70193,A multi-stage 3D convolutional neural network algorithm for CT-based lung segment parcellation.,,not_available,False,"Current approaches to lung parcellation utilize established fissures between lobes to provide estimates of lobar volume. However, deep learning segment parcellation provides the ability to better asse",Full-text not publicly available,S3_fulltext_retrieval
10.1097/AS9.0000000000000155,nnU-Net Deep Learning Method for Segmenting Parenchyma and Determining Liver Volume From Computed Tomography Images,,not_available,False,Background: Recipient donor matching in liver transplantation can require precise estimations of liver volume. Currently utilized demographic-based organ volume estimates are imprecise and nonspecific,Full-text not publicly available,S3_fulltext_retrieval
10.1007/978-3-031-21014-3_18,Dynamic Linear Transformer for 3D Biomedical Image Segmentation.,,not_available,False,Transformer-based neural networks have surpassed promising performance on many biomedical image segmentation tasks due to a better global information modeling from the self-attention mechanism. Howeve,Full-text not publicly available,S3_fulltext_retrieval
10.1117/12.2652257,Machine reasoning for segmentation of the kidneys on CT images: improving CNN performance by incorporating anatomical knowledge in post-processing,,not_available,False,"Purpose: Convolutional Neural Networks (CNN) are frequently used for organ segmentation in medical imaging. Many CNNs, however, struggle for acceptance into clinical practice because of mis-segmentati",Full-text not publicly available,S3_fulltext_retrieval
10.1038/s41598-024-60668-5,Deep learning-aided 3D proxy-bridged region-growing framework for multi-organ segmentation.,,not_available,False,"Accurate multi-organ segmentation in 3D CT images is imperative for enhancing computer-aided diagnosis and radiotherapy planning. However, current deep learning-based methods for 3D multi-organ segmen",Full-text not publicly available,S3_fulltext_retrieval
10.3233/SHTI250892,Deep Learning-Based Cascade 3D Kidney Segmentation Method.,,not_available,False,Renal tumors require early diagnosis and precise localization for effective treatment. This study aims to automate renal tumor analysis in abdominal CT images using a cascade 3D U-Net architecture for,Full-text not publicly available,S3_fulltext_retrieval
10.1088/1361-6560/ace099,A two-stage data-model driven pancreas segmentation strategy embedding directional information of the boundary intensity gradient and deep adaptive pointwise parameters.,,not_available,False,"In this paper, we propose a two-stage data-model driven pancreas segmentation method that combines a 3D convolution neural network with adaptive pointwise parametric hybrid variational model embedding",Full-text not publicly available,S3_fulltext_retrieval
